date,kg_CO2/kWh,Outdoor Drybulb Temperature [C],Relative Humidity [%],Diffuse Solar Radiation [W/m2],Direct Solar Radiation [W/m2],Solar Generation [W/kW]
2023-02-12 13:00:00,0.155840648,12.8,72,166,21,595.2208333
2023-02-12 14:00:00,0.15400798,12.2,86,203,1,553.9208333
2023-02-12 15:00:00,0.149072261,11.7,93,132,3,453.7041667
2023-02-12 16:00:00,0.148946127,11.7,93,94,4,277.6708333
2023-02-12 17:00:00,0.154443023,11.1,90,37,1,16.925
2023-02-12 18:00:00,0.159270993,10.6,93,10,0,0.0
2023-02-12 19:00:00,0.15731006,10.6,100,0,0,0.0
2023-02-12 20:00:00,0.156091115,11.1,96,0,0,0.0
2023-02-12 21:00:00,0.155131648,11.1,93,0,0,0.0
2023-02-12 22:00:00,0.141896349,11.1,96,0,0,0.0
2023-02-12 23:00:00,0.13415227,11.1,96,0,0,0.0
2023-02-13 00:00:00,0.139330677,10.6,80,0,0,0.0
2023-02-13 01:00:00,0.137757917,11.1,90,0,0,0.0
2023-02-13 02:00:00,0.136401183,10.6,93,0,0,0.0
2023-02-13 03:00:00,0.13420047,9.4,93,0,0,0.0
2023-02-13 04:00:00,0.137592125,9.4,100,0,0,0.0
2023-02-13 05:00:00,0.140873995,9.4,100,0,0,0.0
2023-02-13 06:00:00,0.156177257,9.4,93,0,0,0.0
2023-02-13 07:00:00,0.163530547,9.4,93,4,6,14.82916667
2023-02-13 08:00:00,0.162395584,9.4,96,24,3,62.00416667
2023-02-13 09:00:00,0.160339927,10.0,93,176,74,229.7916667
2023-02-13 10:00:00,0.159406927,11.7,86,399,285,384.5895833
2023-02-13 11:00:00,0.160416615,12.2,86,566,537,501.1041667
2023-02-13 12:00:00,0.16417936,13.9,78,525,472,562.1625
2023-02-13 13:00:00,0.162948206,14.4,81,650,736,452.25
2023-02-13 14:00:00,0.163025156,14.4,75,396,244,519.9083333
2023-02-13 15:00:00,0.161809132,15.0,72,246,139,444.5416667
2023-02-13 16:00:00,0.163828466,14.4,70,205,212,136.1416667
2023-02-13 17:00:00,0.176667633,14.4,65,159,493,9.95
2023-02-13 18:00:00,0.187703161,13.9,69,23,56,0.0
2023-02-13 19:00:00,0.18324624,13.3,72,0,0,0.0
2023-02-13 20:00:00,0.182771358,13.3,67,0,0,0.0
2023-02-13 21:00:00,0.18255284,12.8,69,0,0,0.0
2023-02-13 22:00:00,0.169094829,11.7,77,0,0,0.0
2023-02-13 23:00:00,0.161651479,11.7,77,0,0,0.0
2023-02-14 00:00:00,0.1587282,11.7,62,0,0,0.0
2023-02-14 01:00:00,0.154618159,10.0,77,0,0,0.0
2023-02-14 02:00:00,0.155390655,10.0,71,0,0,0.0
2023-02-14 03:00:00,0.153757597,8.3,83,0,0,0.0
2023-02-14 04:00:00,0.157446894,8.3,83,0,0,0.0
2023-02-14 05:00:00,0.166689398,7.2,83,0,0,0.0
2023-02-14 06:00:00,0.175435842,6.7,89,0,0,0.0
2023-02-14 07:00:00,0.174759455,7.2,86,7,4,31.55833333
2023-02-14 08:00:00,0.167532907,9.4,80,91,262,97.8
2023-02-14 09:00:00,0.169156414,10.6,83,277,556,289.9083333
2023-02-14 10:00:00,0.171876153,13.3,67,463,698,408.3875
2023-02-14 11:00:00,0.169405843,14.4,62,599,763,505.7791667
2023-02-14 12:00:00,0.163551518,15.6,58,682,803,571.3416667
2023-02-14 13:00:00,0.157570508,15.6,62,690,803,590.3625
2023-02-14 14:00:00,0.154268843,15.6,60,628,778,558.0
2023-02-14 15:00:00,0.15907843,16.1,58,506,702,460.3166667
2023-02-14 16:00:00,0.161427036,16.1,63,331,586,283.375
2023-02-14 17:00:00,0.166657062,15.6,60,136,361,22.9875
2023-02-14 18:00:00,0.173657105,15.0,62,22,28,0.0
2023-02-14 19:00:00,0.17145534,15.0,44,0,0,0.0
2023-02-14 20:00:00,0.168165663,14.4,44,0,0,0.0
2023-02-14 21:00:00,0.162440697,13.9,46,0,0,0.0
2023-02-14 22:00:00,0.144589108,12.8,51,0,0,0.0
2023-02-14 23:00:00,0.140966366,12.2,57,0,0,0.0
2023-02-15 00:00:00,0.146915622,13.3,44,0,0,0.0
2023-02-15 01:00:00,0.149916752,11.1,61,0,0,0.0
2023-02-15 02:00:00,0.149798066,10.0,66,0,0,0.0
2023-02-15 03:00:00,0.150215889,8.9,71,0,0,0.0
2023-02-15 04:00:00,0.149901248,8.3,74,0,0,0.0
2023-02-15 05:00:00,0.156769842,8.3,77,0,0,0.0
2023-02-15 06:00:00,0.169388692,8.9,71,0,0,0.0
2023-02-15 07:00:00,0.173593498,8.9,71,11,25,18.00833333
2023-02-15 08:00:00,0.166538501,10.6,66,96,271,79.24583333
2023-02-15 09:00:00,0.159705289,12.8,69,196,335,242.6708333
2023-02-15 10:00:00,0.156688143,14.4,67,456,721,405.3125
2023-02-15 11:00:00,0.158025304,15.6,62,633,893,474.6
2023-02-15 12:00:00,0.153049164,15.6,62,706,898,560.1291667
2023-02-15 13:00:00,0.155157824,15.6,62,716,903,573.6166667
2023-02-15 14:00:00,0.155294934,15.6,62,658,908,530.6583333
2023-02-15 15:00:00,0.162942696,15.6,62,537,867,444.2166667
2023-02-15 16:00:00,0.163900309,15.6,65,361,777,220.5166667
2023-02-15 17:00:00,0.171186947,15.0,70,114,133,6.366666667
2023-02-15 18:00:00,0.17341475,14.4,78,26,75,0.0
2023-02-15 19:00:00,0.171545385,13.3,83,0,0,0.0
2023-02-15 20:00:00,0.17129042,13.3,87,0,0,0.0
2023-02-15 21:00:00,0.174734413,13.3,47,0,0,0.0
2023-02-15 22:00:00,0.166863413,13.3,45,0,0,0.0
2023-02-15 23:00:00,0.155033297,13.3,47,0,0,0.0
2023-02-16 00:00:00,0.153169455,12.8,53,0,0,0.0
2023-02-16 01:00:00,0.152505443,12.8,45,0,0,0.0
2023-02-16 02:00:00,0.150293172,12.8,43,0,0,0.0
2023-02-16 03:00:00,0.151871095,12.8,43,0,0,0.0
2023-02-16 04:00:00,0.151013551,12.2,47,0,0,0.0
2023-02-16 05:00:00,0.160214251,11.7,49,0,0,0.0
2023-02-16 06:00:00,0.169956291,11.7,45,0,0,0.0
2023-02-16 07:00:00,0.174728876,11.1,47,9,10,17.97916667
2023-02-16 08:00:00,0.175620668,11.7,49,93,278,84.09583333
2023-02-16 09:00:00,0.175780826,13.9,44,280,552,238.3333333
2023-02-16 10:00:00,0.174277181,15.0,39,480,734,410.7125
2023-02-16 11:00:00,0.172432955,17.2,33,613,794,452.225
2023-02-16 12:00:00,0.169999659,17.8,28,707,848,390.7333333
2023-02-16 13:00:00,0.167883829,18.9,25,685,787,376.1125
2023-02-16 14:00:00,0.165756177,18.9,39,639,799,435.9041667
2023-02-16 15:00:00,0.164439337,17.8,40,507,705,345.2916667
2023-02-16 16:00:00,0.166103403,16.1,56,329,494,159.4125
2023-02-16 17:00:00,0.17093068,15.6,54,149,398,7.004166667
2023-02-16 18:00:00,0.175857361,14.4,58,25,47,0.0
2023-02-16 19:00:00,0.176897627,14.4,72,0,0,0.0
2023-02-16 20:00:00,0.175329061,14.4,72,0,0,0.0
2023-02-16 21:00:00,0.172596878,13.9,60,0,0,0.0
2023-02-16 22:00:00,0.159836253,13.3,47,0,0,0.0
2023-02-16 23:00:00,0.149308013,12.8,51,0,0,0.0
2023-02-17 00:00:00,0.145668701,13.3,53,0,0,0.0
2023-02-17 01:00:00,0.146570999,12.8,53,0,0,0.0
2023-02-17 02:00:00,0.146090206,10.0,69,0,0,0.0
2023-02-17 03:00:00,0.143974763,9.4,74,0,0,0.0
2023-02-17 04:00:00,0.145418082,10.0,69,0,0,0.0
2023-02-17 05:00:00,0.157257985,9.4,71,0,0,0.0
2023-02-17 06:00:00,0.166910685,8.9,74,0,0,0.0
2023-02-17 07:00:00,0.176385412,10.0,69,11,29,48.29166667
2023-02-17 08:00:00,0.170755171,11.1,66,114,437,83.1375
2023-02-17 09:00:00,0.169857109,13.3,55,314,707,59.52083333
2023-02-17 10:00:00,0.169285316,16.1,41,503,825,77.95416667
2023-02-17 11:00:00,0.164499995,17.8,37,644,883,50.80416667
2023-02-17 12:00:00,0.161993542,18.3,50,712,893,22.05833333
2023-02-17 13:00:00,0.161341642,18.3,45,725,901,13.075
2023-02-17 14:00:00,0.160908675,18.3,52,664,881,14.35833333
2023-02-17 15:00:00,0.163069535,17.8,63,502,702,0.0
2023-02-17 16:00:00,0.16711071,17.2,68,285,240,0.0
2023-02-17 17:00:00,0.172912072,16.7,65,141,263,3.058333333
2023-02-17 18:00:00,0.179090644,15.6,65,29,82,0.0
2023-02-17 19:00:00,0.173301283,16.1,43,0,0,0.0
2023-02-17 20:00:00,0.17429627,15.6,62,0,0,0.0
2023-02-17 21:00:00,0.160896175,15.0,65,0,0,0.0
2023-02-17 22:00:00,0.139834144,14.4,62,0,0,0.0
2023-02-17 23:00:00,0.137463999,13.9,51,0,0,0.0
2023-02-18 00:00:00,0.118715497,12.2,80,0,0,0.0
2023-02-18 01:00:00,0.119209495,11.7,64,0,0,0.0
2023-02-18 02:00:00,0.120227253,11.1,61,0,0,0.0
2023-02-18 03:00:00,0.117085331,10.6,57,0,0,0.0
2023-02-18 04:00:00,0.123214305,10.0,57,0,0,0.0
2023-02-18 05:00:00,0.121979455,10.0,57,0,0,0.0
2023-02-18 06:00:00,0.123437779,10.0,54,0,0,0.0
2023-02-18 07:00:00,0.130089391,9.4,59,12,22,3.845833333
2023-02-18 08:00:00,0.140391597,12.2,49,114,406,83.78333333
2023-02-18 09:00:00,0.134569844,15.0,44,313,675,143.7583333
2023-02-18 10:00:00,0.125258584,17.2,35,504,802,254.7083333
2023-02-18 11:00:00,0.1271861,18.3,37,643,857,403.0125
2023-02-18 12:00:00,0.12865853,19.4,35,718,879,157.7666667
2023-02-18 13:00:00,0.130011887,19.4,36,729,884,115.4208333
2023-02-18 14:00:00,0.128247061,19.4,35,670,846,191.9541667
2023-02-18 15:00:00,0.121899334,19.4,35,514,660,105.75
2023-02-18 16:00:00,0.119055594,18.9,36,320,463,71.25833333
2023-02-18 17:00:00,0.125629065,16.7,60,129,212,0.0
2023-02-18 18:00:00,0.130015749,15.6,62,27,36,0.0
2023-02-18 19:00:00,0.127620327,13.9,75,0,0,0.0
2023-02-18 20:00:00,0.12792687,13.9,78,0,0,0.0
2023-02-18 21:00:00,0.114647676,13.9,80,0,0,0.0
2023-02-18 22:00:00,0.112653964,13.3,80,0,0,0.0
2023-02-18 23:00:00,0.105288534,12.8,83,0,0,0.0
2023-02-19 00:00:00,0.100046694,13.3,67,0,0,0.0
2023-02-19 01:00:00,0.115451089,10.6,80,0,0,0.0
2023-02-19 02:00:00,0.096180932,10.6,66,0,0,0.0
2023-02-19 03:00:00,0.09892547,10.6,66,0,0,0.0
2023-02-19 04:00:00,0.108653805,10.0,69,0,0,0.0
2023-02-19 05:00:00,0.109616366,9.4,69,0,0,0.0
2023-02-19 06:00:00,0.109340623,9.4,66,0,0,0.0
2023-02-19 07:00:00,0.107011244,9.4,63,15,50,31.5
2023-02-19 08:00:00,0.108086331,11.7,66,121,481,49.58333333
2023-02-19 09:00:00,0.106838884,15.0,48,329,750,145.9125
2023-02-19 10:00:00,0.114603151,17.8,43,513,847,136.7125
2023-02-19 11:00:00,0.117581005,19.4,39,655,905,121.775
2023-02-19 12:00:00,0.116680534,21.1,32,735,931,39.29583333
2023-02-19 13:00:00,0.10995928,20.0,45,737,923,25.29583333
2023-02-19 14:00:00,0.108856328,18.9,61,675,903,13.35416667
2023-02-19 15:00:00,0.10931118,18.3,59,551,860,8.754166667
2023-02-19 16:00:00,0.111927799,18.3,59,377,775,13.7125
2023-02-19 17:00:00,0.118797763,17.8,58,175,586,0.0
2023-02-19 18:00:00,0.126472726,15.0,72,33,132,0.0
2023-02-19 19:00:00,0.134043773,15.0,62,0,0,0.0
2023-02-19 20:00:00,0.127585942,15.0,62,0,0,0.0
2023-02-19 21:00:00,0.12346073,15.6,60,0,0,0.0
2023-02-19 22:00:00,0.106825124,14.4,67,0,0,0.0
2023-02-19 23:00:00,0.100165677,13.9,69,0,0,0.0
2023-02-20 00:00:00,0.101224582,13.3,83,0,0,0.0
2023-02-20 01:00:00,0.097139361,12.8,62,0,0,0.0
2023-02-20 02:00:00,0.096771648,12.2,64,0,0,0.0
2023-02-20 03:00:00,0.098499846,11.7,66,0,0,0.0
2023-02-20 04:00:00,0.098641933,11.1,64,0,0,0.0
2023-02-20 05:00:00,0.112149092,10.6,66,0,0,0.0
2023-02-20 06:00:00,0.127087888,10.0,69,0,0,0.0
2023-02-20 07:00:00,0.134605405,10.0,71,13,18,54.725
2023-02-20 08:00:00,0.143912818,12.8,67,116,365,95.94583333
2023-02-20 09:00:00,0.1468931,16.1,56,314,635,81.67083333
2023-02-20 10:00:00,0.145597121,19.4,39,503,760,272.3791667
2023-02-20 11:00:00,0.144783277,20.6,36,645,823,319.675
2023-02-20 12:00:00,0.144763718,22.2,44,718,844,390.2708333
2023-02-20 13:00:00,0.145317101,20.6,66,722,840,305.6333333
2023-02-20 14:00:00,0.144795542,18.9,70,661,818,359.4291667
2023-02-20 15:00:00,0.147181842,18.9,65,539,771,345.0666667
2023-02-20 16:00:00,0.148584602,18.9,51,363,671,42.05833333
2023-02-20 17:00:00,0.152853029,18.3,54,163,454,0.0
2023-02-20 18:00:00,0.156773995,16.7,60,30,65,0.0
2023-02-20 19:00:00,0.159866983,15.0,78,0,0,0.0
2023-02-20 20:00:00,0.158833389,15.0,84,0,0,0.0
2023-02-20 21:00:00,0.150938344,15.0,84,0,0,0.0
2023-02-20 22:00:00,0.126728757,14.4,84,0,0,0.0
2023-02-20 23:00:00,0.118007908,13.9,83,0,0,0.0
2023-02-21 00:00:00,0.117584424,14.4,84,0,0,0.0
2023-02-21 01:00:00,0.116062895,12.8,86,0,0,0.0
2023-02-21 02:00:00,0.110525606,12.2,86,0,0,0.0
2023-02-21 03:00:00,0.112462764,11.7,83,0,0,0.0
2023-02-21 04:00:00,0.115741035,11.7,83,0,0,0.0
2023-02-21 05:00:00,0.128080632,10.6,80,0,0,0.0
2023-02-21 06:00:00,0.139093126,10.0,83,0,0,0.0
2023-02-21 07:00:00,0.1385393,10.0,80,18,72,54.30416667
2023-02-21 08:00:00,0.141418186,13.3,69,135,547,113.1
2023-02-21 09:00:00,0.143732588,17.2,58,340,773,146.0625
2023-02-21 10:00:00,0.148735236,20.6,42,529,874,152.9333333
2023-02-21 11:00:00,0.149064841,22.8,37,666,909,305.6833333
2023-02-21 12:00:00,0.150638723,20.6,61,736,930,422.5791667
2023-02-21 13:00:00,0.151998433,19.4,70,747,913,335.9291667
2023-02-21 14:00:00,0.153437474,19.4,59,690,901,201.8541667
2023-02-21 15:00:00,0.154655755,19.4,66,523,802,99.22916667
2023-02-21 16:00:00,0.159240484,19.4,66,324,473,36.74166667
2023-02-21 17:00:00,0.16134387,17.8,75,172,448,0.0
2023-02-21 18:00:00,0.158897895,16.1,84,35,128,0.0
2023-02-21 19:00:00,0.155794719,15.6,84,0,0,0.0
2023-02-21 20:00:00,0.15779657,15.0,84,0,0,0.0
2023-02-21 21:00:00,0.151180021,15.0,90,0,0,0.0
2023-02-21 22:00:00,0.126955844,15.0,84,0,0,0.0
2023-02-21 23:00:00,0.121616836,14.4,87,0,0,0.0
2023-02-22 00:00:00,0.114500502,15.0,70,0,0,0.0
2023-02-22 01:00:00,0.116906098,15.0,70,0,0,0.0
2023-02-22 02:00:00,0.115784127,14.4,65,0,0,0.0
2023-02-22 03:00:00,0.117283695,13.9,64,0,0,0.0
2023-02-22 04:00:00,0.121540397,12.8,64,0,0,0.0
2023-02-22 05:00:00,0.136503299,12.8,62,0,0,0.0
2023-02-22 06:00:00,0.151876411,12.8,57,0,0,0.0
2023-02-22 07:00:00,0.152881185,13.3,53,11,6,26.475
2023-02-22 08:00:00,0.153333572,16.7,48,113,284,102.9958333
2023-02-22 09:00:00,0.15850247,19.4,42,307,552,247.2958333
2023-02-22 10:00:00,0.160051629,21.7,34,500,694,311.3333333
2023-02-22 11:00:00,0.160171353,23.9,32,640,759,507.7958333
2023-02-22 12:00:00,0.159605747,25.6,29,718,788,390.5125
2023-02-22 13:00:00,0.155549069,24.4,40,719,779,541.1666667
2023-02-22 14:00:00,0.154917393,22.8,41,663,764,430.475
2023-02-22 15:00:00,0.156562384,22.2,38,537,710,173.1625
2023-02-22 16:00:00,0.166196092,21.1,49,356,594,77.975
2023-02-22 17:00:00,0.167217906,20.0,55,158,369,0.0
2023-02-22 18:00:00,0.168438028,17.8,63,29,38,0.0
2023-02-22 19:00:00,0.16278921,16.7,65,0,0,0.0
2023-02-22 20:00:00,0.163194907,16.7,70,0,0,0.0
2023-02-22 21:00:00,0.148809266,15.6,81,0,0,0.0
2023-02-22 22:00:00,0.122715351,15.6,78,0,0,0.0
2023-02-22 23:00:00,0.11940426,15.6,72,0,0,0.0
2023-02-23 00:00:00,0.10955856,12.8,90,0,0,0.0
2023-02-23 01:00:00,0.109059855,15.0,65,0,0,0.0
2023-02-23 02:00:00,0.110609187,14.4,60,0,0,0.0
2023-02-23 03:00:00,0.110978748,14.4,53,0,0,0.0
2023-02-23 04:00:00,0.110952669,13.3,57,0,0,0.0
2023-02-23 05:00:00,0.116704468,11.7,77,0,0,0.0
2023-02-23 06:00:00,0.134204291,11.1,83,0,0,0.0
2023-02-23 07:00:00,0.129564136,12.2,93,11,1,24.15416667
2023-02-23 08:00:00,0.132913475,13.3,93,108,246,92.70416667
2023-02-23 09:00:00,0.135615176,14.4,90,292,468,278.8791667
2023-02-23 10:00:00,0.134014537,16.7,81,477,658,441.2125
2023-02-23 11:00:00,0.134790217,16.7,84,626,757,549.45
2023-02-23 12:00:00,0.136495478,16.7,84,677,672,615.0
2023-02-23 13:00:00,0.13911962,16.1,87,701,764,628.1916667
2023-02-23 14:00:00,0.138777862,16.1,84,534,433,585.0
2023-02-23 15:00:00,0.139152538,15.6,84,464,422,420.35
2023-02-23 16:00:00,0.140957964,15.0,87,228,200,234.5125
2023-02-23 17:00:00,0.14237159,13.9,87,98,48,39.67916667
2023-02-23 18:00:00,0.146651161,13.3,90,18,0,1.5
2023-02-23 19:00:00,0.14632719,12.8,93,0,0,0.0
2023-02-23 20:00:00,0.141159815,12.8,93,0,0,0.0
2023-02-23 21:00:00,0.132953895,12.8,93,0,0,0.0
2023-02-23 22:00:00,0.108938602,12.8,93,0,0,0.0
2023-02-23 23:00:00,0.105316773,12.8,93,0,0,0.0
2023-02-24 00:00:00,0.105436601,11.7,90,0,0,0.0
2023-02-24 01:00:00,0.102498462,12.8,90,0,0,0.0
2023-02-24 02:00:00,0.10325389,12.8,90,0,0,0.0
2023-02-24 03:00:00,0.103693812,12.8,90,0,0,0.0
2023-02-24 04:00:00,0.106894302,12.8,90,0,0,0.0
2023-02-24 05:00:00,0.118010289,12.8,86,0,0,0.0
2023-02-24 06:00:00,0.138467914,12.8,86,0,0,0.0
2023-02-24 07:00:00,0.144040183,12.8,83,11,0,25.29583333
2023-02-24 08:00:00,0.143563612,12.8,83,50,4,102.3333333
2023-02-24 09:00:00,0.143256931,12.8,83,162,5,285.5041667
2023-02-24 10:00:00,0.139396194,13.3,83,210,9,446.6416667
2023-02-24 11:00:00,0.137657572,15.0,75,600,550,554.0875
2023-02-24 12:00:00,0.134675463,15.6,78,401,145,605.8916667
2023-02-24 13:00:00,0.136706674,15.6,78,527,308,632.7208333
2023-02-24 14:00:00,0.138740017,15.0,81,666,645,589.3791667
2023-02-24 15:00:00,0.139270241,15.0,78,468,428,486.9583333
2023-02-24 16:00:00,0.141864456,14.4,81,302,255,311.8875
2023-02-24 17:00:00,0.145959436,14.4,75,171,436,42.4625
2023-02-24 18:00:00,0.151847134,12.8,83,36,105,0.0
2023-02-24 19:00:00,0.147598474,12.8,83,0,0,0.0
2023-02-24 20:00:00,0.142863111,12.2,86,0,0,0.0
2023-02-24 21:00:00,0.13331279,12.2,86,0,0,0.0
2023-02-24 22:00:00,0.115073347,11.7,90,0,0,0.0
2023-02-24 23:00:00,0.114480652,11.7,90,0,0,0.0
2023-02-25 00:00:00,0.101322996,12.8,83,0,0,0.0
2023-02-25 01:00:00,0.096893642,11.7,93,0,0,0.0
2023-02-25 02:00:00,0.087921413,11.7,93,0,0,0.0
2023-02-25 03:00:00,0.085075576,11.7,93,0,0,0.0
2023-02-25 04:00:00,0.08565065,11.7,93,0,0,0.0
2023-02-25 05:00:00,0.088025682,11.7,93,0,0,0.0
2023-02-25 06:00:00,0.105673156,11.7,93,0,0,0.0
2023-02-25 07:00:00,0.105536745,12.2,80,19,31,25.70416667
2023-02-25 08:00:00,0.1069102,12.2,80,133,265,99.76666667
2023-02-25 09:00:00,0.110511888,13.3,78,139,30,280.1375
2023-02-25 10:00:00,0.108549405,13.9,75,343,73,432.6166667
2023-02-25 11:00:00,0.10663953,15.0,70,331,87,540.1416667
2023-02-25 12:00:00,0.104955414,15.6,72,572,263,625.175
2023-02-25 13:00:00,0.106043582,16.1,70,484,134,486.5708333
2023-02-25 14:00:00,0.108081804,16.1,70,449,127,371.94375
2023-02-25 15:00:00,0.111070275,15.6,72,466,265,139.6041667
2023-02-25 16:00:00,0.112655203,15.0,72,173,62,42.79791667
2023-02-25 17:00:00,0.117014859,14.4,72,88,7,5.708333333
2023-02-25 18:00:00,0.12474378,13.9,75,24,2,0.0
2023-02-25 19:00:00,0.12471723,13.3,80,0,0,0.0
2023-02-25 20:00:00,0.1207996,13.3,80,0,0,0.0
2023-02-25 21:00:00,0.116468176,13.3,80,0,0,0.0
2023-02-25 22:00:00,0.108371023,13.3,80,0,0,0.0
2023-02-25 23:00:00,0.097556706,12.8,83,0,0,0.0
2023-02-26 00:00:00,0.089150533,12.8,93,0,0,0.0
2023-02-26 01:00:00,0.08547078,12.8,83,0,0,0.0
2023-02-26 02:00:00,0.087213229,12.8,83,0,0,0.0
2023-02-26 03:00:00,0.084702388,12.8,83,0,0,0.0
2023-02-26 04:00:00,0.084325027,12.8,83,0,0,0.0
2023-02-26 05:00:00,0.090863622,12.8,83,0,0,0.0
2023-02-26 06:00:00,0.101640204,12.8,83,0,0,0.0
2023-02-26 07:00:00,0.098238243,12.8,83,19,0,33.87083333
2023-02-26 08:00:00,0.095001085,12.8,83,53,1,112.8916667
2023-02-26 09:00:00,0.10038025,12.8,86,132,4,170.3083333
2023-02-26 10:00:00,0.102428585,14.4,78,412,258,118.4791667
2023-02-26 11:00:00,0.104803997,15.6,75,269,9,336.65
2023-02-26 12:00:00,0.102653789,16.7,70,243,10,236.7916667
2023-02-26 13:00:00,0.101819783,16.1,72,304,9,344.8166667
2023-02-26 14:00:00,0.106122962,15.6,78,293,8,172.4875
2023-02-26 15:00:00,0.112242896,15.0,78,246,5,100.7541667
2023-02-26 16:00:00,0.123934518,14.4,78,92,6,118.5041667
2023-02-26 17:00:00,0.128256599,13.9,83,43,2,1.404166667
2023-02-26 18:00:00,0.134656955,13.3,87,14,0,0.0
2023-02-26 19:00:00,0.138213779,12.8,90,0,0,0.0
2023-02-26 20:00:00,0.130548963,12.8,93,0,0,0.0
2023-02-26 21:00:00,0.126434936,12.8,90,0,0,0.0
2023-02-26 22:00:00,0.113079677,12.8,90,0,0,0.0
2023-02-26 23:00:00,0.103968642,12.8,90,0,0,0.0
2023-02-27 00:00:00,0.100005214,14.4,93,0,0,0.0
2023-02-27 01:00:00,0.096407922,12.8,90,0,0,0.0
2023-02-27 02:00:00,0.097242107,12.2,96,0,0,0.0
2023-02-27 03:00:00,0.098327396,12.2,90,0,0,0.0
2023-02-27 04:00:00,0.096355832,12.2,93,0,0,0.0
2023-02-27 05:00:00,0.108544934,12.2,93,0,0,0.0
2023-02-27 06:00:00,0.127394694,12.2,93,0,0,0.0
2023-02-27 07:00:00,0.135199098,12.2,93,16,0,39.1375
2023-02-27 08:00:00,0.13484286,12.2,96,84,0,62.9125
2023-02-27 09:00:00,0.131762814,13.3,90,195,0,86.64166667
2023-02-27 10:00:00,0.132189054,13.9,83,289,1,139.1708333
2023-02-27 11:00:00,0.129120442,14.4,81,329,0,212.0208333
2023-02-27 12:00:00,0.129591517,14.4,81,374,2,142.9708333
2023-02-27 13:00:00,0.130809092,14.4,81,360,0,96.77083333
2023-02-27 14:00:00,0.133749979,14.4,84,348,1,58.1625
2023-02-27 15:00:00,0.139592121,15.6,75,311,0,36.62916667
2023-02-27 16:00:00,0.14475371,16.1,72,208,2,6.9125
2023-02-27 17:00:00,0.148744788,16.1,72,121,1,0.0
2023-02-27 18:00:00,0.153482919,15.0,87,32,0,0.0
2023-02-27 19:00:00,0.154267943,14.4,90,0,0,0.0
2023-02-27 20:00:00,0.153017811,14.4,93,0,0,0.0
2023-02-27 21:00:00,0.141765025,14.4,93,0,0,0.0
2023-02-27 22:00:00,0.125267277,14.4,93,0,0,0.0
2023-02-27 23:00:00,0.120879347,14.4,93,0,0,0.0
2023-02-28 00:00:00,0.098830157,13.5,90,0,0,0.0
2023-02-28 01:00:00,0.092179832,14.4,93,0,0,0.0
2023-02-28 02:00:00,0.089002542,14.4,96,0,0,0.0
2023-02-28 03:00:00,0.092018006,13.9,100,0,0,0.0
2023-02-28 04:00:00,0.094833666,13.9,100,0,0,0.0
2023-02-28 05:00:00,0.108495931,14.4,100,0,0,0.0
2023-02-28 06:00:00,0.134285518,14.4,100,0,0,0.0
2023-02-28 07:00:00,0.1436229,14.4,100,10,0,29.59166667
2023-02-28 08:00:00,0.140880999,14.4,100,46,1,112.8
2023-02-28 09:00:00,0.141619983,15.6,97,113,0,308.9541667
2023-02-28 10:00:00,0.135543915,17.2,90,254,0,564.1208333
2023-02-28 11:00:00,0.133530395,18.3,87,296,156,456.2041667
2023-02-28 12:00:00,0.137611684,17.2,93,295,160,476.6125
2023-02-28 13:00:00,0.139075034,17.2,93,162,4,557.2333333
2023-02-28 14:00:00,0.139592883,17.2,90,189,11,597.4083333
2023-02-28 15:00:00,0.139508319,16.7,93,141,7,459.35
2023-02-28 16:00:00,0.141159539,16.1,93,95,0,237.1666667
2023-02-28 17:00:00,0.145017382,16.1,93,54,2,16.4125
2023-02-28 18:00:00,0.149099378,15.6,93,15,0,0.0
2023-02-28 19:00:00,0.142721751,15.6,93,0,0,0.0
2023-02-28 20:00:00,0.139468508,16.1,90,0,0,0.0
2023-02-28 21:00:00,0.124826641,16.1,90,0,0,0.0
2023-02-28 22:00:00,0.107429309,15.2,84,0,0,0.0
2023-02-28 23:00:00,0.103553996,14.4,87,0,0,0.0
2023-03-01 00:00:00,0.09385992,12.8,77,0,0,0.0
2023-03-01 01:00:00,0.087954151,12.6,90,0,0,0.0
2023-03-01 02:00:00,0.095454898,11.7,90,0,0,0.0
2023-03-01 03:00:00,0.089134898,10.9,90,0,0,0.0
2023-03-01 04:00:00,0.090621786,10.0,86,0,0,0.0
2023-03-01 05:00:00,0.091504227,8.9,86,0,0,0.0
2023-03-01 06:00:00,0.104715931,8.3,86,0,0,0.0
2023-03-01 07:00:00,0.105751013,8.3,86,22,17,23.69166667
2023-03-01 08:00:00,0.105657175,9.4,80,152,467,109.7208333
2023-03-01 09:00:00,0.113414659,12.2,59,350,694,303.625
2023-03-01 10:00:00,0.12076145,15.6,54,525,741,472.5041667
2023-03-01 11:00:00,0.122083052,16.1,58,689,885,590.1
2023-03-01 12:00:00,0.119609337,16.7,54,752,890,657.0875
2023-03-01 13:00:00,0.115881813,16.1,63,788,930,671.2708333
2023-03-01 14:00:00,0.12076462,16.1,60,722,909,628.8875
2023-03-01 15:00:00,0.121295343,15.6,67,595,867,532.7958333
2023-03-01 16:00:00,0.121470506,15.6,67,385,716,366.5083333
2023-03-01 17:00:00,0.129078914,15.0,67,203,463,64.30416667
